f40ad56782d243f862645009cc50760e,/app/Repos/pandas/bench/serialize.py,18,59,roundtrip_archive,None,[N:Any;iterations:Any],68953ed9,[99333;1040569142;78;-1751585482;1567;96865;3522;-938285885;108280041;78;78;106909;3445;102743204;96865;99576;-995544615;1617437635;96865;108280125;78;108280125;78;-1227111465;-73393314;-1229549460;-347123680;653055761;-1048751642;115131;3556;-840447469;-1227111465;-1289550567;3433489;115131;3556;-840447469;-1229549460;-1289550567;3433489;115131;3556;-840447469;653055761;-1289550567;3433489;-2000079818;-1110092857;-918416765;-1227111465;96865;96865;-296039171;-873668424;-2000079818;-1751585482;-1751585482;-48025717;-1110092857;673835224;-1229549460;106909;106909;-509504120;-873668424;-48025717;-1751585482;-1751585482;1059335040;-1110092857;1753096141;653055761;99576;99576;-768992909;-873668424;1059335040;-1751585482;-1751585482;106934957;1057293273;-296039171;106934957;-1501819309;-509504120;106934957;-1789706684;-768992909]
ab0bb5aef5883e1b2e1df8fd388f7c38,/app/Repos/pandas/bench/io_roundtrip.py,19,82,rountrip_archive,None,[N:Any;K:Any;iterations:Any],68953ed9,[99333;1512101694;78;75;1691;-1751585482;1567;96865;3522;-938285885;108280041;78;75;99576;-995544615;1617437635;96865;1742542351;498923430;-678739246;78;-1019779949;-229607699;-1990159820;99576;49587;39033627;-1227111465;-73393314;-1229549460;-347123680;653055761;-1048751642;115131;3556;-840447469;-1227111465;-1289550567;3433489;115131;3556;-840447469;-1229549460;-1289550567;3433489;115131;3556;-840447469;653055761;-1289550567;3433489;1059335040;-1110092857;1753096141;653055761;99576;99576;-768992909;-873668424;1059335040;-1751585482;-1751585482;106934957;-1789706684;-768992909;-738711871;-1110092857;1753096141;653055761;99576;99576;447597202;-873668424;-738711871;-1751585482;-1751585482;106934957;1908815091;447597202;115131;3556;-840447469;-1227111465;-1289550567;3433489;115131;3556;-840447469;-1229549460;-1289550567;3433489;115131;3556;-840447469;653055761;-1289550567;3433489]
3f6f11d0ca6aa1b8c6149ef9880ed351,/app/Repos/pandas/bench/test.py,13,30,groupby1,None,[lat:Any;lon:Any;data:Any],68953ed9,[99333;506364891;106911;107339;3076010;1943292159;3522;72052797;107339;106911;106911;106911;3552391;1943292159;107339;107339;3552391;1943292159;1979302892;3076010;3552391;1943292159;3288564;46730159;106911;107339;-1920330334;3522;-840528943;3288564;-1383205195;3288564;1031838309;-1920330334;-934426595;-1482668223;1979302892;-1383205195;-1110092857;120;120;3347397;1542433860;3288564;1031838309;-1920330334;-934396624;3083190;120609;120609;106911;3552391;1542433860;107339;3552391;1542433860;-934426595]
f84fbf5daf30057f489a5391b7bb8898,/app/Repos/pandas/bench/io_roundtrip.py,97,107,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],68953ed9,[99333;1753096141;-734768633;3086905;3086906;3151786;-995544615;3366;1053614510;-1184795739;-1061707721;109770977;-1061707721;-734768633;109770977;1212230983;3086905;109770977;1212231014;3086906;3086905;109770977;1212230983;3086906;109770977;1212231014]
14d505f527bcefcaf760d1e4c598f0b4,/app/Repos/pandas/bench/test.py,30,45,group_mean,None,[lat:Any;lon:Any;data:Any],68953ed9,[99333;1282280837;106911;107339;3076010;1943292159;3522;72052797;107339;106911;106911;106911;3552391;1943292159;107339;107339;3552391;1943292159;1979302892;3076010;3552391;1943292159;3288564;1507423;106911;107339;-1920330334;3522;-840528943;3288564;-934426595;108915;3347397;1979302892;-1110417409;3288564;100346066;-1920330334;1542433860;3288564;1031838309;-1920330334;-934396624;3083190;120609;120609;106911;3552391;1542433860;107339;3552391;1542433860;-934426595]
556b67b6d8e4e9029ffbbd885c76b00c,/app/Repos/pandas/bench/test.py,45,55,group_mean_naive,None,[lat:Any;lon:Any;data:Any],68953ed9,[99333;-1763359989;106911;107339;3076010;293429086;1853891989;-436479625;3322014;101577;3464;3458;3197;3365;120609;106911;107339;3076010;293429086;3464;3458;-1411068134;3197;1899947495;3083190;3332362;3522;3347397;3197;101577;3332362;3197;3365;293429086;100526016;-934396624;1899947495]
84da269ccb2bab26c2b7230811b2b935,/app/Repos/pandas/bench/test.py,55,70,group_agg,None,[values:Any;bounds:Any;f:Any],68953ed9,[99333;-1482668223;-823812830;-1383205195;102;78;107029;-823812830;-934426595;3522;96634189;107029;-1383205195;95927710;97526364;101577;105;-1849959610;3365;247395940;-1383205195;3357;105;107029;-1383205195;49;-83732069;78;3116345;-83732069;-1383205195;105;49;-934426595;105;102;-823812830;-1849959610;-83732069;-934396624;-934426595]
f84fbf5daf30057f489a5391b7bb8898,/app/Repos/pandas/bench/serialize.py,74,83,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],68953ed9,[99333;1753096141;-734768633;3086905;3086906;3151786;-995544615;3366;1053614510;-1184795739;-1061707721;109770977;-1061707721;-734768633;109770977;1212230983;3086905;109770977;1212231014;3086906;3086905;109770977;1212230983;3086906;109770977;1212231014]
96b859ad2de8316623cdae8b95f08d65,/app/Repos/pandas/bench/bench_unique.py,18,30,timeit,None,[f:Any;niter:Any],68953ed9,[99333;-873668424;102;104830086;-1184795739;3292;-1184795739;3560141;3292;1671308008;109757538;3560141;3560141;101577;95;3365;-751189051;104830086;102;-1666428548;3560141;3560141;109757538;104830086;3292;-1298848381;-934396624;-1666428548]
aaadd7b97fce0fe9e8d74291f20d0541,/app/Repos/pandas/bench/bench_unique.py,30,37,algo1,None,[],68953ed9,[99333;92901438;1422726189;3522;-840528943;-1110417409;-934426595;3522;96634189;107029;1422726189;101577;105;102727412;3365;247395940;1422726189;-934426595;105;3076010;-1110417409;102727412;114251]
