group_id,method_id,group_size
1,6ea755306967aca3af93d5fb0e0c1ae7,3
1,9051e2e3e47c6ed5648cced917c088b2,3
1,b6897a36b7bd2cca0fc2ea68e5cd3a60,3
2,42e7c1b0f5d50719a10738c2b57fe83a,6
2,694fd360c92a4123aa209fa3c8ef8610,6
2,7314124d2a5d0348c14b7f2e547359ce,6
2,77c88ff7159d92678ea38b3259ba4481,6
2,c6413f35895d43849e0c128222ff2482,6
2,fb1e456cd5fe77e68e3b88e82d323a7f,6
3,1eb3b2fbb0a3a70acb5a29441c4fedd0,3
3,66d058863603b4f8c4d86cb60a347b1d,3
3,9dd1d8260a612b929e1c29114686a7a8,3
4,2f1d53cb9cc7d060795b24b2f7d3c7c1,2
4,74b4531c354525e51d02b8cd1c910b9c,2
5,0b988d826f5cb3bfd5b4a3f7a52d2d48,2
5,f39317f79b6e790bb29b9ea02e4ba17f,2
6,2dbb0b0433830219896dc8b2915607d4,4
6,a856a6e2acfd6edd1a4234e246af0ee8,4
6,a9800e8c24c95f752377bc281d747e2d,4
6,b09a48c0ca97db11fa7b343bd6725213,4
7,138a8a60e7883bca7d5936c90e3b7d2d,2
7,56f41a5623fa7b5eb3a42c133deedcbc,2
8,a0dbef3f1b210ed8d358e6cde841d321,2
8,f59ce5d0c8aae5377e316204039f4bca,2
9,49ec955392cc9e6acddfe5b6e3672d88,4
9,955546eb59bf7f29f0bbae7fa4cfb806,4
9,b1664f87d4cb624e791169f7ed4cc9cc,4
9,f9a1563ac5f1d0bc31240528f6218ae0,4
10,a5a65272683cd0e45157d2ae3408792a,2
10,cbc11b341cad7a641a86008b91e5e046,2
11,b67634b3c89c79282d12dc71bbc08244,2
11,e941890236a7a70456b2dd0f3f72c3c5,2
12,1d81b95658b8e84f588f574ccf1c4b49,2
12,ad817092a754793548874e81e2df5761,2
13,655055fc7d5041219aa802bd11918d12,7
13,78f5593ad3d0181bda55ed8970d8c1d9,7
13,7a2529a3a0b974e40feff542e4b636ba,7
13,aeaa83ed3d6eb5aec49657d07d977e68,7
13,d80242f2f4450ace525b66b77b3c168a,7
13,da8ff56d34c7cf02edc85d5b41dd65f3,7
13,f9016e6f3576e300b8113be7ba7ed407,7
14,5c89a7bee6b49293f0a8f99ea4fe1082,2
14,ea11bd3d707acd3809d004c3866bfecf,2
15,52a1861435f855b06378202dbd16d1d2,2
15,abbc372793353c1f55e7fddaaf5227d4,2
16,aff2e4d30d4b7b849ebb116d16373248,2
16,d09f5ead7be6959272e77461cf34f8f5,2
