f40ad56782d243f862645009cc50760e,/app/Repos/pandas/bench/serialize.py,15,55,roundtrip_archive,None,[N:Any;iterations:Any],10e3edea,[99333;1040569142;78;-1751585482;1567;96865;3522;-938285885;108280041;78;78;106909;3445;102743204;96865;99576;-995544615;1617437635;96865;108280125;78;108280125;78;-1227111465;-73393314;-1229549460;-347123680;653055761;-1048751642;115131;3556;-840447469;-1227111465;-1289550567;3433489;115131;3556;-840447469;-1229549460;-1289550567;3433489;115131;3556;-840447469;653055761;-1289550567;3433489;-2000079818;-1110092857;-918416765;-1227111465;96865;96865;-296039171;-873668424;-2000079818;-1751585482;-1751585482;-48025717;-1110092857;673835224;-1229549460;106909;106909;-509504120;-873668424;-48025717;-1751585482;-1751585482;1059335040;-1110092857;1753096141;653055761;99576;99576;-768992909;-873668424;1059335040;-1751585482;-1751585482;106934957;1057293273;-296039171;106934957;-1501819309;-509504120;106934957;-1789706684;-768992909]
ab0bb5aef5883e1b2e1df8fd388f7c38,/app/Repos/pandas/bench/io_roundtrip.py,16,78,rountrip_archive,None,[N:Any;K:Any;iterations:Any],10e3edea,[99333;1512101694;78;75;1691;-1751585482;1567;96865;3522;-938285885;108280041;78;75;99576;-995544615;1617437635;96865;1742542351;498923430;-678739246;78;-1019779949;-229607699;-1990159820;99576;49587;39033627;-1227111465;-73393314;-1229549460;-347123680;653055761;-1048751642;115131;3556;-840447469;-1227111465;-1289550567;3433489;115131;3556;-840447469;-1229549460;-1289550567;3433489;115131;3556;-840447469;653055761;-1289550567;3433489;1059335040;-1110092857;1753096141;653055761;99576;99576;-768992909;-873668424;1059335040;-1751585482;-1751585482;106934957;-1789706684;-768992909;-738711871;-1110092857;1753096141;653055761;99576;99576;447597202;-873668424;-738711871;-1751585482;-1751585482;106934957;1908815091;447597202;115131;3556;-840447469;-1227111465;-1289550567;3433489;115131;3556;-840447469;-1229549460;-1289550567;3433489;115131;3556;-840447469;653055761;-1289550567;3433489]
3f6f11d0ca6aa1b8c6149ef9880ed351,/app/Repos/pandas/bench/test.py,12,28,groupby1,None,[lat:Any;lon:Any;data:Any],10e3edea,[99333;506364891;106911;107339;3076010;1943292159;3522;72052797;107339;106911;106911;106911;3552391;1943292159;107339;107339;3552391;1943292159;1979302892;3076010;3552391;1943292159;3288564;46730159;106911;107339;-1920330334;3522;-840528943;3288564;-1383205195;3288564;1031838309;-1920330334;-934426595;-1482668223;1979302892;-1383205195;-1110092857;120;120;3347397;1542433860;3288564;1031838309;-1920330334;-934396624;3083190;120609;120609;106911;3552391;1542433860;107339;3552391;1542433860;-934426595]
f84fbf5daf30057f489a5391b7bb8898,/app/Repos/pandas/bench/io_roundtrip.py,91,100,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],10e3edea,[99333;1753096141;-734768633;3086905;3086906;3151786;-995544615;3366;1053614510;-1184795739;-1061707721;109770977;-1061707721;-734768633;109770977;1212230983;3086905;109770977;1212231014;3086906;3086905;109770977;1212230983;3086906;109770977;1212231014]
14d505f527bcefcaf760d1e4c598f0b4,/app/Repos/pandas/bench/test.py,28,42,group_mean,None,[lat:Any;lon:Any;data:Any],10e3edea,[99333;1282280837;106911;107339;3076010;1943292159;3522;72052797;107339;106911;106911;106911;3552391;1943292159;107339;107339;3552391;1943292159;1979302892;3076010;3552391;1943292159;3288564;1507423;106911;107339;-1920330334;3522;-840528943;3288564;-934426595;108915;3347397;1979302892;-1110417409;3288564;100346066;-1920330334;1542433860;3288564;1031838309;-1920330334;-934396624;3083190;120609;120609;106911;3552391;1542433860;107339;3552391;1542433860;-934426595]
556b67b6d8e4e9029ffbbd885c76b00c,/app/Repos/pandas/bench/test.py,42,51,group_mean_naive,None,[lat:Any;lon:Any;data:Any],10e3edea,[99333;-1763359989;106911;107339;3076010;293429086;1853891989;-436479625;3322014;101577;3464;3458;3197;3365;120609;106911;107339;3076010;293429086;3464;3458;-1411068134;3197;1899947495;3083190;3332362;3522;3347397;3197;101577;3332362;3197;3365;293429086;100526016;-934396624;1899947495]
84da269ccb2bab26c2b7230811b2b935,/app/Repos/pandas/bench/test.py,51,66,group_agg,None,[values:Any;bounds:Any;f:Any],10e3edea,[99333;-1482668223;-823812830;-1383205195;102;78;107029;-823812830;-934426595;3522;96634189;107029;-1383205195;95927710;97526364;101577;105;-1849959610;3365;247395940;-1383205195;3357;105;107029;-1383205195;49;-83732069;78;3116345;-83732069;-1383205195;105;49;-934426595;105;102;-823812830;-1849959610;-83732069;-934396624;-934426595]
f84fbf5daf30057f489a5391b7bb8898,/app/Repos/pandas/bench/serialize.py,68,76,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],10e3edea,[99333;1753096141;-734768633;3086905;3086906;3151786;-995544615;3366;1053614510;-1184795739;-1061707721;109770977;-1061707721;-734768633;109770977;1212230983;3086905;109770977;1212231014;3086906;3086905;109770977;1212230983;3086906;109770977;1212231014]
8d7792efaadede64daa712de080c549c,/app/Repos/pandas/bench/bench_sparse.py,41,55,new_data_like,None,[sdf:Any],10e3edea,[99333;1296486189;113717;1376846569;101577;98688;-905838985;3365;113717;-1988781144;1376846569;98688;1431802071;3522;-938285885;108280041;107029;-905838985;2107054404;100346066;113717;100346066;1614601715;-905838985;1996005488;-230851659;-905838985;-230851659;-934396624;1678431619;1376846569]
c2a945c4467a8b203474f182e3811317,/app/Repos/pandas/vb_suite/test.py,25,32,get_results,None,[bmk:Any],10e3edea,[99333;1174060045;97664;1097546742;98690;-1319569547;597259223;97664;237191335;120;-1821971817;3083190;116;49;116;51;101577;116;3365;1097546742;120;100346066;120;100346066;107868;3496818;1708915229;102230;120;120;-379956495;-934396624;120]
5b9d275182b1f728c215db87aad2f65b,/app/Repos/pandas/vb_suite/test.py,34,47,graph1,None,[],10e3edea,[99333;-1237882717;368216499;1174060045;-1420779673;-1458743599;1174060045;-2061875679;111096;-1274639644;3127;111096;102149;368216499;3443937;102727412;60571;3127;3127;-1458743599;3443937;102727412;1404810258;3127;3127;111096;-728112613;1270202;111096;-1106574323;107328;1210164988]
c7ae7c873b3968424e50619115577e8a,/app/Repos/pandas/bench/bench_unique.py,17,27,timeit,None,[f:Any;niter:Any],10e3edea,[99333;-873668424;102;104830086;-1184795739;3292;3560141;3292;1671308008;109757538;3560141;3560141;101577;95;3365;-751189051;104830086;102;-1666428548;3560141;3560141;109757538;104830086;3292;-1298848381;-934396624;-1666428548]
aaadd7b97fce0fe9e8d74291f20d0541,/app/Repos/pandas/bench/bench_unique.py,27,33,algo1,None,[],10e3edea,[99333;92901438;1422726189;3522;-840528943;-1110417409;-934426595;3522;96634189;107029;1422726189;101577;105;102727412;3365;247395940;1422726189;-934426595;105;3076010;-1110417409;102727412;114251]
a30f8e1373cd54960c77595d01ba4a15,/app/Repos/pandas/bench/bench_unique.py,33,41,algo2,None,[],10e3edea,[99333;92901439;1422726189;3522;-840528943;-1110417409;1943391143;107141;1744132990;-1110417409;-934426595;3522;96634189;107029;1422726189;101577;105;102727412;3365;247395940;1422726189;-934426595;105;3076010;3552391;1943391143;102727412;114251]
8e7e2b36d01118cfd960fc06aef93840,/app/Repos/pandas/bench/bench_unique.py,41,48,algo3_nosort,None,[],10e3edea,[99333;1666637758;108529936;107141;642208739;3313798;-1354575548;108529936;-1327306331;-1110417409;3536286;67643651;107;107029;108529936;-286593342;110414;3522;96634189;107;107141;-1482668319;110414;-1354575548;3076010;3313798]
5835f227f9232e0f778c5aa48a0b144f,/app/Repos/pandas/bench/bench_unique.py,48,55,algo3_sort,None,[],10e3edea,[99333;882329149;108529936;107141;642208739;3313798;-1354575548;108529936;-1327306331;-1110417409;3536286;2615726;107;107029;108529936;-286593342;110414;3522;96634189;107;107141;-1482668319;110414;-1354575548;3076010;3313798]
2ae341f11aeb5140b966b1603b4aa016,/app/Repos/pandas/bench/bench_unique.py,79,86,f2,None,[],10e3edea,[99333;3212;108529936;107141;642208739;3313798;-1354575548;108529936;-1327306331;3671785;3536286;67643651;107;107029;108529936;-286593342;110414;3522;96634189;107;107141;-1482668319;110414;-1354575548;3076010;3313798]
3b3af0440a08de88aa240a6a0566a1d4,/app/Repos/pandas/bench/bench_merge.py,8,30,get_test_data,None,[ngroups:Any;n:Any],10e3edea,[99333;-665762418;1898663874;48625;110;78;1295683074;108280125;1898663874;96865;3522;-721013401;3522;3560110;1295683074;110;1898663874;95927710;-1023368385;3357;107029;96865;110;96865;3522;-721013401;3322014;96865;1295683074;110;107029;96865;95927710;-1023368385;-938285885;2072332025;96865;-934396624;96865]
f41991b1c62d04564cc9f42720e84c4b,/app/Repos/pandas/bench/bench_unique.py,86,125,algo4,None,[],10e3edea,[99333;92901441;108529936;107141;642208739;102727787;95;108529936;-1327306331;-1110417409;3536286;67643651;3366;107029;108529936;-286593342;108529936;107141;642208739;102727788;95;108529936;-1327306331;-63201261;3536286;67643651;3367;107029;108529936;-286593342;506361563;102727787;3367;102727788;-245472284;3366;3367;3357;-245472284;50274;108529936;107141;-2139735526;107029;506361563;506361563;95;108529936;-1327306331;506361563;-1408159124;1264529;3536286;2615726;-245472284;107029;108529936;-286593342;110414;3522;96634189;-245472284;-1354575548;3522;115791563;-245472284;95927710;1264405;107141;-1482668319;110414;-1354575548;3076010;506361563]
d08cfc84d3913ef88354bcf7b140970f,/app/Repos/pandas/bench/bench_join_panel.py,3,34,create_panels_append,None,[cls:Any;panels:Any],10e3edea,[99333;-443300761;98602;-995543313;-79211171;-995543313;97;101577;97;3365;-995543313;3357;97;3370;109267;2433880;3357;107029;-995543313;48;-934396624;2433880;3116036;107029;-995543313;49;-934396624;-995543313;48;3116036;107029;-995543313;50;96727;-995543313;48;-995543313;49;-934396624;-995543313;48;99333;1886240377;-995543313;3008417;115;113762;101577;112;3365;-995543313;115;-838846263;3322014;-74723769;112;3008417;-934396624;-896593219;3322014;115;99333;-1976754111;-995543313;3008417;1338728417;1376778976;1886240377;-995543313;3008417;643004014;112;1088094847;1338728417;1376778976;1211383691;67643651;101577;112;3365;-995543313;-934396624;643004014;1376778976;103658937;1886240377;-995543313;-965842919;-995543313;103901109;-1976754111;-995543313;-1177834219;-821127687;-995543313;100526016;-1976754111;-995543313;-925755570;-925755570;115131;-823812830;3522;951490229;112;-823812830;101577;112;3365;-995543313;3008417;49;-1289550567;-809373649;-1335224239]
0ef47f82f52f4f2c943dd366f1b337ef,/app/Repos/pandas/bench/bench_unique.py,140,157,dict_unique,None,[values:Any;expected_K:Any;sort:Any;memory:Any],10e3edea,[99333;860554362;-823812830;-504855420;3536286;67643651;-1077756671;67643651;3357;-1077756671;3292;949444906;518864149;3449686;-2036337213;113234;108529936;107141;642208739;-934426595;108529936;597716223;-823812830;3357;-1077756671;-934426595;3449686;-2036337213;113234;518864149;-934396624;-934426595;3357;3536286;-934426595;3536286;-1408208058;107029;-934426595;-504855420;-934396624;-934426595]
92d5aa1e5aaf986fbe7ec2e701448032,/app/Repos/pandas/bench/bench_unique.py,157,179,khash_unique,None,[values:Any;expected_K:Any;size_hint:Any;sort:Any;memory:Any],10e3edea,[99333;-2121581865;-823812830;-504855420;496406533;67643651;3536286;67643651;-1077756671;67643651;3357;-1077756671;3292;949444906;518864149;3449686;-2036337213;113234;3357;496406533;108529936;107141;-498325619;107029;-823812830;3116345;108529936;107141;-498325619;48625;-934426595;-934426595;108529936;-840528943;-823812830;3357;-1077756671;-934426595;3449686;-2036337213;113234;518864149;-934396624;-934426595;3357;3536286;-934426595;3536286;-1408208058;107029;-934426595;-504855420]
7ba97139efffd6926bbbba6cc02c09eb,/app/Repos/pandas/bench/bench_unique.py,179,201,khash_unique_str,None,[values:Any;expected_K:Any;size_hint:Any;sort:Any;memory:Any],10e3edea,[99333;23127241;-823812830;-504855420;496406533;67643651;3536286;67643651;-1077756671;67643651;3357;-1077756671;3292;949444906;518864149;3449686;-2036337213;113234;3357;496406533;108529936;107141;-1511195089;107029;-823812830;3116345;108529936;107141;-1511195089;48625;-934426595;-934426595;108529936;-840528943;-823812830;3357;-1077756671;-934426595;3449686;-2036337213;113234;518864149;-934396624;-934426595;3357;3536286;-934426595;3536286;-1408208058;107029;-934426595;-504855420]
29052d981acf30ddf711d4af46da8009,/app/Repos/pandas/bench/bench_unique.py,201,214,khash_unique_int64,None,[values:Any;expected_K:Any;size_hint:Any;sort:Any],10e3edea,[99333;741031813;-823812830;-504855420;496406533;67643651;3536286;67643651;3357;496406533;108529936;107141;-243922157;107029;-823812830;3116345;108529936;107141;-243922157;48625;-934426595;-934426595;108529936;-840528943;-823812830;3357;3536286;-934426595;3536286;-1408208058;107029;-934426595;-504855420]
d7861d682ea9be5b96f0126d9521aba6,/app/Repos/pandas/bench/bench_unique.py,214,265,hash_bench,None,[],10e3edea,[99333;992228287;105181199;148382186;-1563218221;757176077;1973867214;101577;75;3365;2440;106934957;75;-1237460524;3522;-938285885;977903018;48;-1199355553;76;3530753;75;-1110417409;3522;3560110;-1237460524;78;75;148382186;-1411068134;-873668424;-1110092857;860554362;-1110417409;75;1598;1973867214;-1411068134;-873668424;-1110092857;741031813;-1110417409;75;1598;757176077;-1411068134;-873668424;-1110092857;741031813;-1110417409;75;496406533;2615726;1598;-95753477;1617437635;1212115818;148382186;1162557805;757176077;-879693259;1973867214;949721053;1162557805;-879693259;1212115818;100346066;2440;-95753477;3443937;3292052;39033627;-1106574323;67643651;111096;-1106574323;107328;1210164988;111096;110371416;73077780;111096;-756741764;1116894802;111096;-728112613;154973278;111096;3529469]
a1be820e6ec3536753775d1b25be358a,/app/Repos/pandas/doc/sphinxext/comment_eater.py,22,29,add,None,[self:Any;string:Any;start:Any;end:Any;line:Any],10e3edea,[99333;96417;3526476;-891985903;109757538;100571;3321844;94569205;3526476;-193300686;108114;3526476;-193300686;109757538;48;3526476;168650905;107876;3526476;168650905;100571;48;3526476;3556653;-891985903]
0ce2bb09fae08e8aaa8b24e1d27d526b,/app/Repos/pandas/doc/sphinxext/comment_eater.py,42,50,add,None,[self:Any;string:Any;start:Any;end:Any;line:Any],10e3edea,[99333;96417;3526476;-891985903;109757538;100571;3321844;1183667695;3357;-891985903;109773592;3526476;-193300686;108114;3526476;-193300686;109757538;48;3526476;168650905;107876;3526476;168650905;100571;48]
8ed928ec1e2157e4e5fec956a5be0a48,/app/Repos/pandas/doc/sphinxext/comment_eater.py,75,89,process_token,None,[self:Any;kind:Any;string:Any;start:Any;end:Any;line:Any],10e3edea,[99333;1665494057;3526476;3292052;-891985903;109757538;100571;3321844;680411063;3357;3526476;-1724897721;-1844258742;3357;3292052;-1103793989;1668381247;3526476;-1724897721;96417;-891985903;109757538;100571;3321844;3116345;3526476;403856113;109757538;48;100571;48;3116345;3357;3292052;-1103793989;1668381247;3526476;205758144;-891985903;109757538;100571;3321844;3116345;3526476;-1724897721;96417;-891985903;109757538;100571;3321844]
a377a351775abd43422369b222462da6,/app/Repos/pandas/doc/sphinxext/comment_eater.py,96,112,new_comment,None,[self:Any;string:Any;start:Any;end:Any;line:Any],10e3edea,[99333;205758144;3526476;-891985903;109757538;100571;3321844;654310313;-980110702;3321844;109757538;49;3357;-980110702;109773592;3526476;-1724897721;96417;-891985903;109757538;100571;3321844;3116345;93832333;-1679915457;109757538;48;100571;48;-891985903;3526476;-1386164858;-1411068134;93832333;3526476;-1724897721;93832333]
28786f703350043505830f5ed67521be,/app/Repos/pandas/doc/sphinxext/comment_eater.py,112,120,make_index,None,[self:Any],10e3edea,[99333;591259457;3526476;1214428995;101577;3449395;93832333;3365;120609;3526476;-1386164858;49;3526476;-1386164858;49;3357;109267;93832333;-1844258742;3526476;100346066;93832333;-193300686;3449395]
6cdacef750a71c1324bd344eb0aed834,/app/Repos/pandas/doc/sphinxext/comment_eater.py,120,132,search_for_comment,None,[self:Any;lineno:Any;default:Any],10e3edea,[99333;-1072049966;3526476;-1102671691;1544803905;2433880;1101810855;3357;109267;3526476;100346066;3526476;591259457;93832333;3526476;100346066;102230;-1102671691;2433880;3556653;-74723769;93832333;1226793171;1544803905;-934396624;3556653]
6f26772a7f10d144ebd3e9ff01badbb6,/app/Repos/pandas/doc/sphinxext/comment_eater.py,132,142,strip_comment_marker,None,[text:Any],10e3edea,[99333;-557424095;3556653;2036152545;102977279;101577;3321844;3365;3556653;-328133595;102977279;-1411068134;3321844;-1093245396;38603;3556653;-1002588425;-1335696888;1253710;3267882;102977279;-934396624;3556653]
dc7004685b180cad12a4c70827763812,/app/Repos/pandas/doc/sphinxext/comment_eater.py,142,159,get_class_traits,None,[klass:Any],10e3edea,[99333;488473365;102131072;1202974102;-896505829;1957454356;1715642097;102131072;3167;-1103479109;3167;1992965452;1859652887;-896505829;1226768325;-599528289;106437299;-896505829;-9382085;1226768325;3386882;104993457;48;101577;3386882;3365;-9382085;3059181;104993457;3357;-302786625;3386882;-599528289;96898;1970629903;3373707;3386882;104993457;48;3373707;112893;-280607814;3386882;3127797;109773592;99640;-557424095;3167;-1072049966;3386882;-1102671691;1544803905;1248;114974605;3373707;112893;99640]
